_id;Number;Name of Location;Date;Login Hour;Name;Age;gender;Email;No Telp;Brand Device;Digital Interest;Location Type
6818a153a750bed4789479aa;18;Cafe Delight;12/26/2023;17:32:00;Elroy O'Conor;1987;Male;eoconorh@princeton.edu;312-643-0162;Samsung;News;coastal
6818a153a750bed4789479ab;19;Cafe Delight;12/12/2023;15:05:00;Dedie Oguz;1971;Female;doguzi@meetup.com;344-657-9774;Samsung;News;Suburban Fringe
6818a153a750bed4789479ac;20;The Brew House;12/28/2023;14:39:00;Graham Tortice;1962;Male;gtorticej@army.mil;697-561-9939;Samsung;News;metropolitan
6818a153a750bed4789479ad;21;Cafe Delight;12/26/2023;16:52:00;Curry Vallery;1970;Male;cvalleryk@cbslocal.com;996-107-6182;Samsung;Technology;urban
6818a153a750bed4789479ae;22;The Brew House;12/4/2023;12:21:00;Jasmin Scully;1964;Female;jscullyl@ebay.co.uk;976-588-7273;Samsung;Technology;sub urban
6818a153a750bed4789479af;23;Java Junction;12/19/2023;08:35:00;Vin Bencher;1965;Female;vbencherm@artisteer.com;796-381-7400;Samsung;Technology;coastal
6818a153a750bed4789479b0;24;Java Junction;12/24/2023;14:37:00;Avictor Cocking;1996;Male;acockingn@meetup.com;263-478-1389;Samsung;Technology;Suburban Fringe
6818a153a750bed4789479b1;25;Cafe Delight;12/19/2023;15:06:00;Rem Hendricks;1993;Male;rhendrickso@jalbum.net;121-647-7699;Samsung;Technology;metropolitan
6818a153a750bed4789479b2;26;Cafe Delight;12/24/2023;12:52:00;Sherwood Spellward;1996;Male;sspellwardp@usnews.com;202-348-7527;Samsung;Podcast;urban
6818a153a750bed4789479b3;27;Salad Sensations;12/27/2023;09:12:00;Selina Dundendale;1961;Female;sdundendaleq@newsvine.com;875-266-4002;Samsung;Podcast;sub urban
6818a153a750bed4789479b4;28;Salad Sensations;12/26/2023;10:54:00;Zonda Wolstencroft;1969;Female;zwolstencroftr@guardian.co.uk;320-714-0214;Samsung;Podcast;coastal
6818a153a750bed4789479b5;29;Barrel & Brew;12/16/2023;13:58:00;Ninnetta Simek;1991;Female;nsimeks@sina.com.cn;348-116-9338;Samsung;Podcast;Suburban Fringe
6818a153a750bed4789479b6;30;The Rustic Tavern;12/26/2023;16:38:00;Penelopa Yanne;1987;Female;pyannet@washington.edu;717-712-5067;Samsung;Podcast;metropolitan
6818a153a750bed4789479b7;31;The Brew House;12/3/2023;13:40:00;Tammy Shawdforth;1996;Male;tshawdforthu@eepurl.com;517-225-9369;Samsung;Music;urban
6818a153a750bed4789479b8;32;Salad Sensations;12/13/2023;15:37:00;Tiffani Overall;1979;Female;toverallv@spotify.com;205-442-9170;Samsung;Music;sub urban
6818a153a750bed4789479b9;33;The Brew House;12/3/2023;16:10:00;Vilma Whitelaw;1989;Female;vwhitelaww@icq.com;615-207-3749;Samsung;Music;coastal
6818a153a750bed4789479ba;34;Barrel & Brew;12/27/2023;16:20:00;Karoly Kirlin;1973;Female;kkirlinx@comsenz.com;390-324-5967;Samsung;Music;Suburban Fringe
6818a153a750bed4789479bb;35;The Brew House;12/12/2023;09:33:00;Carree Kepling;1989;Female;ckeplingy@eventbrite.com;725-494-3001;Samsung;Music;metropolitan
6818a153a750bed4789479bc;36;The Salad Spot;12/11/2023;11:46:00;Lonnie Oluwatoyin;1982;Male;loluwatoyinz@yandex.ru;822-577-4002;Samsung;Sport;urban
6818a153a750bed4789479bd;37;The Salad Spot;12/19/2023;20:30:00;Reynolds Benedick;1982;Male;rbenedick10@bloglovin.com;839-389-2682;Samsung;Sport;sub urban
6818a153a750bed4789479be;38;The Salad Spot;12/18/2023;15:43:00;Deane Waumsley;1965;Female;dwaumsley11@gravatar.com;251-820-4555;Samsung;Sport;coastal
6818a153a750bed4789479bf;39;The Green Leaf;12/15/2023;16:58:00;Al Roizn;1970;Male;aroizn12@nydailynews.com;564-626-1373;Samsung;Sport;Suburban Fringe
6818a153a750bed4789479c0;40;Java Junction;12/6/2023;13:28:00;Ritchie Elger;1996;Male;relger13@theglobeandmail.com;683-515-5145;Samsung;Sport;metropolitan
6818a153a750bed4789479c1;41;Java Junction;12/23/2023;19:15:00;Clair Faier;1983;Female;cfaier14@huffingtonpost.com;483-152-5671;Apple;Social Media;urban
6818a153a750bed4789479c2;42;Java Junction;12/9/2023;16:23:00;Nola Hambatch;1988;Female;nhambatch15@blog.com;111-613-4095;Apple;Social Media;sub urban
6818a153a750bed4789479c3;43;The Brew House;12/8/2023;15:55:00;Rolando Attenborrow;2003;Male;rattenborrow16@discuz.net;853-201-6046;Apple;Social Media;coastal
6818a153a750bed4789479c4;44;The Green Leaf;12/25/2023;13:53:00;Somerset Matchitt;1962;Male;smatchitt17@w3.org;888-943-1900;Apple;Social Media;Suburban Fringe
6818a153a750bed4789479c5;45;The Coffee Bean;12/11/2023;19:02:00;Thibaut Cridge;1965;Male;tcridge18@photobucket.com;217-699-7027;Apple;Social Media;metropolitan
6818a153a750bed4789479c6;46;The Green Leaf;12/27/2023;18:57:00;Marietta Weall;1976;Male;mweall19@smugmug.com;284-666-5450;Apple;E-commerce;urban
6818a153a750bed4789479c7;47;The Rustic Tavern;12/22/2023;11:33:00;Katey Vedyashkin;1988;Female;kvedyashkin1a@github.io;274-754-3088;Apple;E-commerce;sub urban
6818a153a750bed4789479c8;48;Cafe Delight;12/19/2023;21:50:00;Floris Le Blond;1988;Female;fle1b@oracle.com;467-692-7698;Apple;E-commerce;coastal
6818a153a750bed4789479c9;49;The Urban Cafe;12/1/2023;09:09:00;Farleigh Barbery;1990;Male;fbarbery1c@hao123.com;254-346-4844;Apple;E-commerce;Suburban Fringe
6818a153a750bed4789479ca;50;The Rustic Tavern;12/30/2023;11:05:00;Bendite Lakenden;1998;Female;blakenden1d@hatena.ne.jp;121-860-1401;Apple;E-commerce;metropolitan
6818a153a750bed4789479cb;51;The Rustic Tavern;12/10/2023;18:56:00;Samaria Barson;1982;Female;sbarson1e@bigcartel.com;981-244-6259;Apple;Gaming;urban
6818a153a750bed4789479cc;52;The Salad Spot;12/17/2023;20:16:00;Enrica Bresnen;1993;Female;ebresnen1f@auda.org.au;991-977-1225;Apple;Gaming;sub urban
6818a153a750bed4789479cd;53;Cafe Delight;12/28/2023;09:52:00;Field Rigg;2002;Male;frigg1g@cafepress.com;445-275-5618;Apple;Gaming;coastal
6818a153a750bed4789479ce;54;Barrel & Brew;12/22/2023;17:08:00;Ameline McCroft;1963;Female;amccroft1h@pagesperso-orange.fr;271-975-4856;Apple;Gaming;Suburban Fringe
6818a153a750bed4789479cf;55;The Brew House;12/23/2023;09:55:00;Artemis Junkinson;1966;Male;ajunkinson1i@weibo.com;965-774-6278;Apple;Gaming;metropolitan
6818a153a750bed4789479d0;56;The Salad Spot;12/19/2023;10:55:00;Dan Zarb;1990;Male;dzarb1j@mediafire.com;442-865-9222;Apple;News;urban
6818a153a750bed4789479d1;57;The Salad Spot;12/2/2023;16:09:00;Selene Waslin;1984;Female;swaslin1k@furl.net;403-767-9734;Apple;News;sub urban
6818a153a750bed4789479d2;58;The Green Leaf;12/17/2023;09:49:00;Jerrylee Geraud;1976;Female;jgeraud1l@people.com.cn;133-210-6133;Apple;News;coastal
6818a153a750bed4789479d3;59;Salad Sensations;12/5/2023;13:35:00;Tobe Frichley;1986;Female;tfrichley1m@jalbum.net;507-206-9713;Apple;News;Suburban Fringe
6818a153a750bed4789479d4;60;Cafe Delight;12/6/2023;15:49:00;Helsa Duly;1978;Female;hduly1n@earthlink.net;504-157-3506;Apple;News;metropolitan
6818a153a750bed4789479d5;61;Salad Sensations;12/23/2023;13:26:00;Isac Lammerding;1985;Male;ilammerding1o@apple.com;839-896-5339;Apple;Technology;urban
6818a153a750bed4789479d6;62;The Green Leaf;12/17/2023;10:30:00;Gae Reder;1994;Female;greder1p@github.io;811-660-4849;Apple;Technology;sub urban
6818a153a750bed4789479d7;63;Barrel & Brew;12/7/2023;14:56:00;Ginger Crinson;1962;Female;gcrinson1q@europa.eu;789-464-3057;Apple;Technology;coastal
6818a153a750bed4789479d8;64;The Brew House;12/19/2023;19:34:00;Phillip Horsefield;1985;Male;phorsefield1r@storify.com;768-183-1461;Apple;Technology;Suburban Fringe
6818a153a750bed4789479d9;65;The Rustic Tavern;12/19/2023;14:13:00;Desmond Meletti;1976;Male;dmeletti1s@blogs.com;367-265-4188;Apple;Technology;metropolitan
6818a153a750bed4789479da;66;The Rustic Tavern;12/17/2023;15:06:00;Wallis Veysey;1973;Female;wveysey1t@meetup.com;130-510-9070;Apple;Podcast;urban
6818a153a750bed4789479db;67;Cafe Delight;12/28/2023;20:25:00;Kaye Bunclark;1979;Female;kbunclark1u@businessweek.com;345-497-1816;Apple;Podcast;sub urban
6818a153a750bed4789479dc;68;The Coffee Bean;12/27/2023;15:24:00;Hatti Trimming;2003;Female;htrimming1v@phpbb.com;541-762-7721;Apple;Podcast;coastal
6818a153a750bed4789479dd;69;The Salad Spot;12/26/2023;19:38:00;Ora Farnham;1987;Female;ofarnham1w@prlog.org;188-620-5161;Apple;Podcast;Suburban Fringe
6818a153a750bed4789479de;70;The Rustic Tavern;12/27/2023;13:18:00;Ebba Herity;1962;Female;eherity1x@xrea.com;456-972-8181;Apple;Podcast;metropolitan
6818a153a750bed4789479df;71;The Urban Cafe;12/25/2023;20:08:00;Devlin Matusov;1983;Male;dmatusov1y@answers.com;650-260-2229;Apple;Music;urban
6818a153a750bed4789479e0;72;The Rustic Tavern;12/4/2023;15:37:00;Elladine Denzilow;2002;Female;edenzilow1z@geocities.com;681-780-9983;Apple;Music;sub urban
6818a153a750bed4789479e1;73;The Urban Cafe;12/13/2023;14:05:00;Marcy Raulston;1980;Female;mraulston20@homestead.com;795-325-5930;Apple;Music;coastal
6818a153a750bed4789479e2;74;The Urban Cafe;12/21/2023;16:24:00;Malvina Bateman;1997;Female;mbateman21@behance.net;488-225-3170;Apple;Music;Suburban Fringe
6818a153a750bed4789479e3;75;The Brew House;12/21/2023;12:37:00;Talia Beange;1966;Female;tbeange22@nsw.gov.au;989-185-2278;Apple;Music;metropolitan
6818a153a750bed4789479e4;76;The Brew House;12/23/2023;14:26:00;Smitty Strover;1968;Male;sstrover23@state.gov;299-316-6033;Apple;Sport;urban
6818a153a750bed4789479e5;77;Barrel & Brew;12/22/2023;20:28:00;Arley Thody;1987;Male;athody24@google.com;225-877-8231;Apple;Sport;sub urban
6818a153a750bed4789479e6;78;The Brew House;12/15/2023;19:02:00;Thorn Greetland;1981;Male;tgreetland25@t-online.de;337-710-3048;Apple;Sport;coastal
6818a153a750bed4789479e7;79;The Coffee Bean;12/25/2023;11:21:00;Phylis Shadrack;1968;Female;pshadrack26@chronoengine.com;156-472-1395;Apple;Sport;Suburban Fringe
6818a153a750bed4789479e8;80;The Brew House;12/9/2023;16:23:00;Katine St. Queintain;1961;Female;kst27@guardian.co.uk;267-400-6240;Apple;Sport;metropolitan
6818a153a750bed4789479e9;81;The Urban Cafe;12/29/2023;21:56:00;Marietta Leghorn;1975;Male;mleghorn28@feedburner.com;391-806-1631;Huawei;Social Media;urban
6818a153a750bed4789479ea;82;Barrel & Brew;12/17/2023;14:27:00;Marjorie Scoullar;2001;Female;mscoullar29@wix.com;619-405-7696;Huawei;Social Media;sub urban
6818a153a750bed4789479eb;83;Java Junction;12/30/2023;09:29:00;Hillie Hurring;1996;Male;hhurring2a@wordpress.org;674-432-8670;Huawei;Social Media;coastal
6818a153a750bed4789479ec;84;The Green Leaf;12/29/2023;11:51:00;Isadore Dering;1964;Male;idering2b@hugedomains.com;762-744-5113;Huawei;Social Media;Suburban Fringe
6818a153a750bed4789479ed;85;Barrel & Brew;12/3/2023;11:26:00;Hendrik Dobble;2002;Male;hdobble2c@github.io;264-291-7088;Huawei;Social Media;metropolitan
6818a153a750bed4789479ee;86;Cafe Delight;12/14/2023;16:10:00;Charmane Tiller;1973;Female;ctiller2d@noaa.gov;626-208-1633;Huawei;E-commerce;urban
6818a153a750bed4789479ef;87;Java Junction;12/24/2023;09:06:00;Doralynne Adnams;1990;Female;dadnams2e@sitemeter.com;140-826-5255;Huawei;E-commerce;sub urban
6818a153a750bed4789479f0;88;Java Junction;12/10/2023;09:09:00;Westley Bontoft;1969;Male;wbontoft2f@ucla.edu;822-710-1617;Huawei;E-commerce;coastal
6818a153a750bed4789479f1;89;The Salad Spot;12/19/2023;21:58:00;Willa Roddell;1988;Female;wroddell2g@google.cn;116-190-1576;Huawei;E-commerce;Suburban Fringe
6818a153a750bed4789479f2;90;Cafe Delight;12/30/2023;17:23:00;Georgi Hulett;1989;Male;ghulett2h@paypal.com;760-902-4836;Huawei;E-commerce;metropolitan
6818a153a750bed4789479f3;91;The Coffee Bean;12/9/2023;21:39:00;Latia Toten;1986;Female;ltoten2i@godaddy.com;841-445-5685;Huawei;Gaming;urban
6818a153a750bed4789479f4;92;The Coffee Bean;12/15/2023;19:32:00;Vanna Brower;1994;Female;vbrower2j@about.com;186-980-8842;Huawei;Gaming;sub urban
6818a153a750bed4789479f5;93;The Brew House;12/20/2023;17:48:00;Ferguson Salery;1988;Male;fsalery2k@irs.gov;432-685-1533;Huawei;Gaming;coastal
6818a153a750bed4789479f6;94;Salad Sensations;12/12/2023;15:01:00;Bastian Aikenhead;1966;Male;baikenhead2l@mail.ru;478-948-3354;Huawei;Gaming;Suburban Fringe
6818a153a750bed4789479f7;95;The Brew House;12/29/2023;09:54:00;Mahmoud Galier;1987;Male;mgalier2m@instagram.com;742-687-7269;Huawei;Gaming;metropolitan
6818a153a750bed4789479f8;96;Java Junction;12/30/2023;11:08:00;Dun Baleine;1970;Male;dbaleine2n@fc2.com;610-509-1017;Huawei;News;urban
6818a153a750bed4789479f9;97;Cafe Delight;12/30/2023;21:07:00;Jeth McKeever;1985;Male;jmckeever2o@vkontakte.ru;388-162-2675;Huawei;News;sub urban
6818a153a750bed4789479fa;98;The Green Leaf;12/11/2023;15:26:00;Sherilyn Heakins;1965;Female;sheakins2p@mozilla.org;237-234-7282;Huawei;News;coastal
6818a153a750bed4789479fb;99;The Green Leaf;12/23/2023;13:08:00;Daryn Spitaro;1994;Female;dspitaro2q@livejournal.com;427-690-4742;Huawei;News;Suburban Fringe
6818a153a750bed4789479fc;100;The Coffee Bean;12/11/2023;15:35:00;Cherie Laurance;1999;Female;claurance2r@amazon.de;368-713-9936;Huawei;News;metropolitan
6818a153a750bed4789479fd;101;Cafe Delight;12/19/2023;13:56:00;Kasper Bathurst;1996;Male;kbathurst2s@behance.net;902-389-9223;Huawei;Technology;urban
6818a153a750bed4789479fe;102;The Salad Spot;12/14/2023;17:44:00;Tobias Reinmar;2001;Male;treinmar2t@usgs.gov;338-146-5676;Huawei;Technology;sub urban
6818a153a750bed4789479ff;103;The Rustic Tavern;12/9/2023;16:20:00;Perkin Claybourn;1968;Male;pclaybourn2u@mediafire.com;830-876-1953;Huawei;Technology;coastal
6818a153a750bed478947a00;104;Salad Sensations;12/16/2023;08:22:00;Ania Craze;1988;Female;acraze2v@nbcnews.com;965-783-5681;Huawei;Technology;Suburban Fringe
6818a153a750bed478947a01;105;The Rustic Tavern;12/3/2023;12:20:00;Nariko Biset;1979;Female;nbiset2w@sciencedirect.com;890-855-5910;Huawei;Technology;metropolitan
6818a153a750bed478947a02;106;The Green Leaf;12/16/2023;21:05:00;Iggie Ciccottio;1960;Male;iciccottio2x@free.fr;439-677-2603;Huawei;Podcast;urban
6818a153a750bed478947a03;107;The Salad Spot;12/5/2023;15:19:00;Tomkin Cholerton;2003;Male;tcholerton2y@gravatar.com;809-732-5625;Huawei;Podcast;sub urban
6818a153a750bed478947a04;108;The Urban Cafe;12/6/2023;08:11:00;Lemuel Froment;1968;Male;lfroment2z@slideshare.net;870-400-8597;Huawei;Podcast;coastal
6818a153a750bed478947a05;109;The Coffee Bean;12/7/2023;21:36:00;Ulberto Gillespey;1989;Male;ugillespey30@prnewswire.com;422-473-8553;Huawei;Podcast;Suburban Fringe
6818a153a750bed478947a06;110;Cafe Delight;12/25/2023;14:53:00;Andrej Marrill;1962;Male;amarrill31@taobao.com;810-156-7353;Huawei;Podcast;metropolitan
6818a153a750bed478947a07;111;Barrel & Brew;12/22/2023;13:45:00;Jammal Abbett;1993;Male;jabbett32@google.co.jp;868-598-8602;Huawei;Music;urban
6818a153a750bed478947a08;112;Java Junction;12/2/2023;13:17:00;Nettie Radnedge;1975;Female;nradnedge33@pen.io;476-262-0359;Huawei;Music;sub urban
6818a153a750bed478947a09;113;Cafe Delight;12/4/2023;18:02:00;May Lofty;1985;Female;mlofty34@shop-pro.jp;224-878-3763;Huawei;Music;coastal
6818a153a750bed478947a0a;114;The Brew House;12/18/2023;12:26:00;Sophie Jeroch;1999;Female;sjeroch35@theatlantic.com;206-881-8688;Huawei;Music;Suburban Fringe
6818a153a750bed478947a0b;115;Barrel & Brew;12/18/2023;10:26:00;Vilhelmina Kless;1966;Female;vkless36@cornell.edu;699-815-5402;Huawei;Music;metropolitan
6818a153a750bed478947a0c;116;Cafe Delight;12/2/2023;21:55:00;Karole Braybrooke;1963;Female;kbraybrooke37@a8.net;702-863-1456;Huawei;Sport;urban
6818a153a750bed478947a0d;117;Cafe Delight;12/17/2023;21:51:00;Borg Cantrill;1966;Male;bcantrill38@discovery.com;343-180-4460;Huawei;Sport;sub urban
6818a153a750bed478947a0e;118;Java Junction;12/15/2023;10:34:00;Randall Brewse;1978;Male;rbrewse39@list-manage.com;975-142-2303;Huawei;Sport;coastal
6818a153a750bed478947a0f;119;The Coffee Bean;12/11/2023;17:43:00;Retha Olesen;1970;Female;rolesen3a@prlog.org;311-431-2676;Huawei;Sport;Suburban Fringe
6818a153a750bed478947a10;120;Java Junction;12/7/2023;14:11:00;Nil Clover;1979;Male;nclover3b@qq.com;545-756-5079;Huawei;Sport;metropolitan
6818a153a750bed478947a11;121;Cafe Delight;12/2/2023;12:27:00;Kaitlynn Tudge;1964;Female;ktudge3c@geocities.com;253-570-3588;Xiaomi;Social Media;urban
6818a153a750bed478947a12;122;Salad Sensations;12/20/2023;21:55:00;Barbabra Risebrow;1964;Female;brisebrow3d@ycombinator.com;388-719-0048;Xiaomi;Social Media;sub urban
6818a153a750bed478947a13;123;Cafe Delight;12/22/2023;11:52:00;Michel Erbain;1966;Male;merbain3e@github.io;178-541-5939;Xiaomi;Social Media;coastal
6818a153a750bed478947a14;124;The Brew House;12/21/2023;14:07:00;Caresa Restall;2003;Female;crestall3f@abc.net.au;702-372-5034;Xiaomi;Social Media;Suburban Fringe
6818a153a750bed478947a15;125;Cafe Delight;12/21/2023;15:02:00;Georgine Roots;1988;Female;groots3g@github.io;433-578-3087;Xiaomi;Social Media;metropolitan
6818a153a750bed478947a16;126;The Rustic Tavern;12/4/2023;19:08:00;Shaun Nannetti;1995;Female;snannetti3h@stanford.edu;916-442-5989;Xiaomi;E-commerce;urban
6818a153a750bed478947a17;127;Cafe Delight;12/7/2023;20:32:00;Marven Salzberger;1962;Male;msalzberger3i@bluehost.com;789-192-6730;Xiaomi;E-commerce;sub urban
6818a153a750bed478947a18;128;Cafe Delight;12/21/2023;16:16:00;Kaylil Michell;1985;Female;kmichell3j@virginia.edu;414-829-1075;Xiaomi;E-commerce;coastal
6818a153a750bed478947a19;129;The Brew House;12/4/2023;20:31:00;Noah Duerdin;1990;Male;nduerdin3k@usgs.gov;671-172-9618;Xiaomi;E-commerce;Suburban Fringe
6818a153a750bed478947a1a;130;Cafe Delight;12/2/2023;12:19:00;Wyndham Mc Grath;1988;Male;wmc3l@ustream.tv;229-658-2503;Xiaomi;E-commerce;metropolitan
6818a153a750bed478947a1b;131;The Rustic Tavern;12/11/2023;16:20:00;Emlyn Guilloton;1986;Female;eguilloton3m@biblegateway.com;545-152-7480;Xiaomi;Gaming;urban
6818a153a750bed478947a1c;132;Cafe Delight;12/6/2023;19:23:00;Chan Viccary;1988;Male;cviccary3n@simplemachines.org;379-579-9246;Xiaomi;Gaming;sub urban
6818a153a750bed478947a1d;133;The Coffee Bean;12/6/2023;21:29:00;Dominique Gard;1973;Male;dgard3o@yellowpages.com;433-907-9071;Xiaomi;Gaming;coastal
6818a153a750bed478947a1e;134;The Rustic Tavern;12/16/2023;08:52:00;Tamar Wasielewicz;1989;Female;twasielewicz3p@army.mil;296-661-8860;Xiaomi;Gaming;Suburban Fringe
6818a153a750bed478947a1f;135;The Rustic Tavern;12/1/2023;09:27:00;Melany Van Waadenburg;1988;Female;mvan3q@themeforest.net;950-241-8869;Xiaomi;Gaming;metropolitan
6818a153a750bed478947a20;136;The Coffee Bean;12/23/2023;16:25:00;Linet Stolze;1988;Female;lstolze3r@usda.gov;148-176-3830;Xiaomi;News;urban
6818a153a750bed478947a21;137;The Brew House;12/19/2023;19:05:00;Robert Kleehuhler;1990;Male;rkleehuhler3s@ehow.com;921-421-9285;Xiaomi;News;sub urban
6818a153a750bed478947a22;138;The Coffee Bean;12/16/2023;17:47:00;Maryellen Dodge;1973;Female;mdodge3t@clickbank.net;727-535-7931;Xiaomi;News;coastal
6818a153a750bed478947a23;139;The Rustic Tavern;12/28/2023;09:35:00;Rachelle Pentecost;1985;Female;rpentecost3u@naver.com;319-835-5982;Xiaomi;News;Suburban Fringe
6818a153a750bed478947a24;140;Cafe Delight;12/12/2023;09:32:00;Sadie Thaller;2000;Female;sthaller3v@cyberchimps.com;264-655-6587;Xiaomi;News;metropolitan
6818a153a750bed478947a25;141;The Coffee Bean;12/20/2023;12:06:00;Constantin Berr;1992;Male;cberr3w@google.com.br;586-606-2296;Xiaomi;Technology;urban
6818a153a750bed478947a26;142;Cafe Delight;12/6/2023;17:11:00;Jone Izatt;1996;Male;jizatt3x@moonfruit.com;996-117-9869;Xiaomi;Technology;sub urban
6818a153a750bed478947a27;143;Java Junction;12/30/2023;08:03:00;Pauly Eskrigg;1968;Male;peskrigg3y@godaddy.com;375-384-3951;Xiaomi;Technology;coastal
6818a153a750bed478947a28;144;The Brew House;12/29/2023;16:25:00;Inigo Haselhurst;1999;Male;ihaselhurst3z@state.gov;631-408-1823;Xiaomi;Technology;Suburban Fringe
6818a153a750bed478947a29;145;The Salad Spot;12/6/2023;12:41:00;Berte Groucutt;1969;Female;bgroucutt40@istockphoto.com;382-186-3271;Xiaomi;Technology;metropolitan
6818a153a750bed478947a2a;146;The Urban Cafe;12/10/2023;16:33:00;Marsha Longfoot;1967;Female;mlongfoot41@xing.com;581-467-7771;Xiaomi;Podcast;urban
6818a153a750bed478947a2b;147;Java Junction;12/10/2023;10:51:00;Odey Breckell;1988;Male;obreckell42@bigcartel.com;492-632-9872;Xiaomi;Podcast;sub urban
6818a153a750bed478947a2c;148;The Brew House;12/15/2023;09:33:00;Caralie Askin;1990;Female;caskin43@stumbleupon.com;493-937-8161;Xiaomi;Podcast;coastal
6818a153a750bed478947a2d;149;The Urban Cafe;12/11/2023;16:34:00;Boyce Toll;1975;Male;btoll44@google.es;654-502-9024;Xiaomi;Podcast;Suburban Fringe
6818a153a750bed478947a2e;150;Java Junction;12/18/2023;20:55:00;Franchot Rawcliffe;1989;Male;frawcliffe45@fastcompany.com;518-965-5687;Xiaomi;Podcast;metropolitan
6818a153a750bed478947a2f;151;Salad Sensations;12/25/2023;17:31:00;Hubert Ferenczy;1982;Male;hferenczy46@ebay.co.uk;548-818-1860;Xiaomi;Music;urban
6818a153a750bed478947a30;152;The Urban Cafe;12/11/2023;20:48:00;Dianemarie Volette;1980;Female;dvolette47@about.com;417-409-9840;Xiaomi;Music;sub urban
6818a153a750bed478947a31;153;Barrel & Brew;12/28/2023;16:04:00;Effie Devita;1964;Female;edevita48@vk.com;331-257-2509;Xiaomi;Music;coastal
6818a153a750bed478947a32;154;The Coffee Bean;12/28/2023;11:28:00;Maddi Bane;1986;Female;mbane49@nydailynews.com;782-818-3602;Xiaomi;Music;Suburban Fringe
6818a153a750bed478947a33;155;Barrel & Brew;12/30/2023;10:07:00;Deeann Britton;1970;Female;dbritton4a@moonfruit.com;507-325-0299;Xiaomi;Music;metropolitan
6818a153a750bed478947a34;156;The Rustic Tavern;12/28/2023;13:48:00;Beret Maberley;1988;Female;bmaberley4b@posterous.com;632-821-9286;Xiaomi;Sport;urban
6818a153a750bed478947a35;157;Cafe Delight;12/4/2023;14:42:00;Gibb Puve;1968;Male;gpuve4c@cloudflare.com;492-135-8559;Xiaomi;Sport;sub urban
6818a153a750bed478947a36;158;The Salad Spot;12/15/2023;11:22:00;Kandy Leavey;1960;Female;kleavey4d@newyorker.com;169-992-4318;Xiaomi;Sport;coastal
6818a153a750bed478947a37;159;The Brew House;12/19/2023;08:42:00;Anni Settle;1992;Female;asettle4e@state.gov;613-955-3676;Xiaomi;Sport;Suburban Fringe
